Famille,Type produit,Complément Produit,Pays,Région,Sous-Région,Signe de l'Origine,Origine,Mention,Nom,Complément étiquette / Cuvée,Etiquette,Classement / Appellation,Du Classement / Climat,Producteur / Embouteilleur,Couleur,Premier millésime,Dernier Millésime,Millésime(s) non produit(s),C10
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,HAUT CLAUZET,ND,"CHATEAU HAUT CLAUZET, MEDOC, ROUGE",ND,ND,SCEA VIGNOBLES CRUCHON ET FILS,ROUGE,ND,ND,ND,5755A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,LACOMBE NOAILLAC,ND,"CHATEAU LACOMBE NOAILLAC, MEDOC, ROUGE",ND,ND,SCEA VIGNOBLES CRUCHON ET FILS,ROUGE,ND,2014,2011-2013,5756A1
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,LACOMBE NOAILLAC,ND,"CHATEAU LACOMBE NOAILLAC, MEDOC, ROUGE - CRU BOURGEOIS",CRU BOURGEOIS,CRUS BOURGEOIS DU MEDOC,SCEA VIGNOBLES CRUCHON ET FILS,ROUGE,2011,ND,2014,5756A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,LES MOINES,ND,"CHATEAU LES MOINES, MEDOC, ROUGE - CRU BOURGEOIS",CRU BOURGEOIS,CRUS BOURGEOIS DU MEDOC,SCEA VIGNOBLES CRUCHON ET FILS,ROUGE,2003,2022,"2014, 2015",5757A1
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,LES MOINES,ND,"CHATEAU LES MOINES, MEDOC, ROUGE",ND,ND,SCEA VIGNOBLES CRUCHON ET FILS,ROUGE,ND,ND,"2003-2013, 2016-2022",5757A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,LES TROIS MANOIRS,ND,"CHATEAU LES TROIS MANOIRS, MEDOC, ROUGE - CRU BOURGEOIS",CRU BOURGEOIS,CRUS BOURGEOIS DU MEDOC,SCEA VIGNOBLES CRUCHON ET FILS,ROUGE,2009,2022,ND,5758A1
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,LES TROIS MANOIRS,ND,"CHATEAU LES TROIS MANOIRS, MEDOC, ROUGE",ND,ND,SCEA VIGNOBLES CRUCHON ET FILS,ROUGE,ND,ND,2009-2022,5758A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,LESTAGE CHEVILLON,ND,"CHATEAU LESTAGE CHEVILLON, MEDOC, ROUGE",ND,ND,SCEA VIGNOBLES CRUCHON ET FILS,ROUGE,ND,ND,ND,5759A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,MOULIN DE BRION,ND,"CHATEAU MOULIN DE BRION, MEDOC, ROUGE",ND,ND,SCEA VIGNOBLES CRUCHON ET FILS,ROUGE,ND,ND,ND,5760A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,SAINT-CHRISTOPHE,ND,"CHATEAU SAINT-CHRISTOPHE, MEDOC, ROUGE",ND,ND,SCEA VIGNOBLES CRUCHON ET FILS,ROUGE,ND,2017,"1932-2002, 2008-2016",5761A1
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,SAINT-CHRISTOPHE,ND,"CHATEAU SAINT-CHRISTOPHE, MEDOC, ROUGE - CRU BOURGEOIS",CRU BOURGEOIS,CRUS BOURGEOIS DU MEDOC,SCEA VIGNOBLES CRUCHON ET FILS,ROUGE,1932,ND,"2003-2007, 2017",5761A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,TOUR LESTAGE,ND,"CHATEAU TOUR LESTAGE, MEDOC, ROUGE",ND,ND,SCEA VIGNOBLES CRUCHON ET FILS,ROUGE,ND,ND,ND,5762A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,TOUR DE YON,ND,"CHATEAU TOUR DE YON, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA VIGNOBLES D'ARTEVINO,ROUGE,ND,ND,ND,5763A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,CAZENAVE,ND,"CHATEAU CAZENAVE, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA VIGNOBLES D'ARTEVINO,ROUGE,ND,ND,ND,5764A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,SAUMAN,ND,"CHATEAU SAUMAN, COTES-DE-BOURG, ROUGE",ND,ND,GFA DU CHATEAU SAUMAN,ROUGE,ND,ND,ND,5765A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,AMANIEU D'ALBRET,ND,"CHATEAU AMANIEU D'ALBRET, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SCEA VIGNOBLES DAMANIEU,ROUGE,ND,ND,ND,5766A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,AMANIEU D'ALBRET,DIAMANT,"CHATEAU AMANIEU D'ALBRET, DIAMANT, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SCEA VIGNOBLES DAMANIEU,ROUGE,ND,ND,ND,5767A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,AMANIEU D'ALBRET,QUIDAM,"CHATEAU AMANIEU D'ALBRET, QUIDAM, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SCEA VIGNOBLES DAMANIEU,ROUGE,ND,ND,ND,5768A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,AMANIEU D'ALBRET,L'INITIAL,"CHATEAU AMANIEU D'ALBRET, L'INITIAL, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DAMANIEU,ROUGE,ND,ND,ND,5769A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOP,BORDEAUX,CHATEAU,AMANIEU D'ALBRET,LA ROSE DAMANIEU,"CHATEAU AMANIEU D'ALBRET, LA ROSE DAMANIEU, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DAMANIEU,ROUGE,ND,ND,ND,5770A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,AMANIEU D'ALBRET,LA DEMOISELLE DAMANIEU,"CHATEAU AMANIEU D'ALBRET, LA DEMOISELLE DAMANIEU, BORDEAUX, BLANC",ND,ND,SCEA VIGNOBLES DAMANIEU,BLANC,ND,ND,ND,5771A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,AMANIEU D'ALBRET,PRIORUS,"CHATEAU AMANIEU D'ALBRET, PRIORUS, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DAMANIEU,ROUGE,ND,ND,ND,5772A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,AMANIEU D'ALBRET,CIRRUS,"CHATEAU AMANIEU D'ALBRET, CIRRUS, BORDEAUX, BLANC",ND,ND,SCEA VIGNOBLES DAMANIEU,BLANC,ND,ND,ND,5773A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,COULONGE,ND,"CHATEAU COULONGE, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DANIEL ET NICOLAS ROUX,ROUGE,ND,ND,ND,5774A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,DE BASSET,ND,"CHATEAU DE BASSET, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DANIEL ET NICOLAS ROUX,ROUGE,ND,ND,ND,5775A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,DU BARRY,ND,"CHATEAU DU BARRY, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA VIGNOBLES DANIEL MOUTY,ROUGE,ND,ND,ND,5776A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,POMEROL,CHATEAU,GRAND BEAUSEJOUR,ND,"CHATEAU GRAND BEAUSEJOUR, POMEROL, ROUGE",ND,ND,SCEA VIGNOBLES DANIEL MOUTY,ROUGE,ND,ND,ND,5777A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,POMEROL,CHATEAU,SAINT ANDRE,ND,"CHATEAU SAINT ANDRE, POMEROL, ROUGE",ND,ND,SCEA VIGNOBLES DANIEL MOUTY,ROUGE,ND,ND,ND,5778A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,TOUR RENAISSANCE,ND,"CHATEAU TOUR RENAISSANCE, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA VIGNOBLES DANIEL MOUTY,ROUGE,ND,ND,ND,5779A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,VIEUX CLOS SAINT EMILION,ND,"CHATEAU VIEUX CLOS SAINT EMILION, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA VIGNOBLES DANIEL MOUTY,ROUGE,ND,ND,ND,5780A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOP,BORDEAUX,ND,METEORITE,ND,"METEORITE, BORDEAUX, ROUGE - ND ",ND ,ND,SCEA VIGNOBLES DANIEL MOUTY,ROUGE,ND,ND,ND,5781A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOP,BORDEAUX,ND,EXTRAIT DE RAMBAUD,ND,"EXTRAIT DE RAMBAUD, BORDEAUX, ROUGE - ND ",ND ,ND,SCEA VIGNOBLES DANIEL MOUTY,ROUGE,ND,ND,ND,5782A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOP,BORDEAUX,CHATEAU,RAMBAUD,ND,"CHATEAU RAMBAUD, BORDEAUX, ROUGE - ND ",ND ,ND,SCEA VIGNOBLES DANIEL MOUTY,ROUGE,ND,ND,ND,5783A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOP,BORDEAUX,DOMAINE,DES GRANDS ORMES,ND,"DOMAINE DES GRANDS ORMES, BORDEAUX, ROUGE - ND ",ND ,ND,SCEA VIGNOBLES DANIEL MOUTY,ROUGE,ND,ND,ND,5784A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOP,BORDEAUX,ND,S DE RAMBAUD,ND,"S DE RAMBAUD, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DANIEL MOUTY,ROUGE,ND,ND,ND,5785A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION,CHATEAU,LES POLYANTHAS,ND,"CHATEAU LES POLYANTHAS, SAINT-EMILION, ROUGE",ND,ND,SCEA VIGNOBLES DANIEL YBERT,ROUGE,ND,ND,ND,5786A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,VIEILLE TOUR LA ROSE,ND,"CHATEAU VIEILLE TOUR LA ROSE, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA VIGNOBLES DANIEL YBERT,ROUGE,ND,ND,ND,5787A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,POMEROL,DOMAINE,VIEUX TAILLEFER,ND,"DOMAINE VIEUX TAILLEFER, POMEROL, ROUGE",ND,ND,SCEA VIGNOBLES DANIEL YBERT,ROUGE,ND,ND,ND,5788A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,HAUT-CANTIROY,ND,"CHATEAU HAUT-CANTIROY, GRAVES, ROUGE",ND,ND,SCEA VIGNOBLES DAUBAS ET FILS,ROUGE,ND,ND,ND,5789A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,L'ARC SAINT-PIERRE,ND,"CHATEAU L'ARC SAINT-PIERRE, GRAVES, ROUGE",ND,ND,SCEA VIGNOBLES DAUBAS ET FILS,ROUGE,ND,ND,ND,5790A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,TOUR BICHEAU,ND,"CHATEAU TOUR BICHEAU, GRAVES, ROUGE",ND,ND,SCEA VIGNOBLES DAUBAS ET FILS,ROUGE,ND,ND,ND,5791A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,TOUR BICHEAU,ND,"CHATEAU TOUR BICHEAU, GRAVES, BLANC",ND,ND,SCEA VIGNOBLES DAUBAS ET FILS,BLANC,ND,ND,ND,5792A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,FONTBONNE,ND,"CHATEAU FONTBONNE, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DE FONTBONNE,ROUGE,ND,ND,ND,5793A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,LA CROIX MONIDUC,ND,"CHATEAU LA CROIX MONIDUC, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DE FONTBONNE,ROUGE,ND,ND,ND,5794A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,HAUT-GORON,ND,"CHATEAU HAUT-GORON, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DE GORON,ROUGE,ND,ND,ND,5795A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,DE L'OMERTA,ND,"CHATEAU DE L'OMERTA, GRAVES, ROUGE",ND,ND,SCEA VIGNOBLES DE L OMERTA,ROUGE,ND,ND,ND,5796A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,MARQUET LA PAILLERIE,ND,"CHATEAU MARQUET LA PAILLERIE, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DE MARQUET,ROUGE,ND,ND,ND,5797A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,MARQUET LA PAILLERIE,CUVEE PRESTIGE,"CHATEAU MARQUET LA PAILLERIE, CUVEE PRESTIGE, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DE MARQUET,ROUGE,ND,ND,ND,5798A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,MARQUET LA PAILLERIE,ND,"CHATEAU MARQUET LA PAILLERIE, BLAYE COTES-DE-BORDEAUX, BLANC",ND,ND,SCEA VIGNOBLES DE MARQUET,BLANC,ND,ND,ND,5799A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,MARQUET,ND,"MARQUET, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DE MARQUET,ROUGE,ND,ND,ND,5800A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,HAUT PERRINGUE,ND,"CHATEAU HAUT PERRINGUE, COTES-DE-BOURG, ROUGE",ND,ND,SCEA VIGNOBLES DE PARDIEU,ROUGE,ND,ND,ND,5801A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,LESTRILLE,ND,"CHATEAU LESTRILLE, COTES-DE-BOURG, ROUGE",ND,ND,SCEA VIGNOBLES DE PARDIEU,ROUGE,ND,ND,ND,5802A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,MONTAIGUT,ND,"CHATEAU MONTAIGUT, COTES-DE-BOURG, ROUGE",ND,ND,SCEA VIGNOBLES DE PARDIEU,ROUGE,ND,ND,ND,5803A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,MONTAIGUT,ND,"CHATEAU MONTAIGUT, COTES-DE-BOURG, BLANC",ND,ND,SCEA VIGNOBLES DE PARDIEU,BLANC,ND,ND,ND,5804A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,MONTAIGUT,ND,"CHATEAU MONTAIGUT, COTES-DE-BOURG, ROSE",ND,ND,SCEA VIGNOBLES DE PARDIEU,ROSE,ND,ND,ND,5805A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,NODEAU,ND,"CHATEAU NODEAU, COTES-DE-BOURG, ROUGE",ND,ND,SCEA VIGNOBLES DE PARDIEU,ROUGE,ND,ND,ND,5806A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,PEYROLAN,ND,"CHATEAU PEYROLAN, COTES-DE-BOURG, ROUGE",ND,ND,SCEA VIGNOBLES DE PARDIEU,ROUGE,ND,ND,ND,5807A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,PETIT MANGOT,ND,"CHATEAU PETIT MANGOT, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA VIGNOBLES DECAMPS,ROUGE,ND,ND,ND,5808A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,ENTRE-DEUX-MERS,CHATEAU,MOULIN DE LA SOULOIRE,ND,"CHATEAU MOULIN DE LA SOULOIRE, ENTRE-DEUX-MERS, BLANC",ND,ND,SCEA VIGNOBLES DEGAS,BLANC,ND,ND,ND,5809A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,MOULIN DE LA SOULOIRE,ND,"CHATEAU MOULIN DE LA SOULOIRE, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DEGAS,ROUGE,ND,ND,ND,5810A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,DEGAS,ND,"CHATEAU DEGAS, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SCEA VIGNOBLES DEGAS,ROUGE,ND,ND,ND,5811A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,DEGAS,ND,"CHATEAU DEGAS, BORDEAUX, BLANC",ND,ND,SCEA VIGNOBLES DEGAS,BLANC,ND,ND,ND,5812A0
VIN,VIN TRANQUILLE,CLAIRET,FRANCE,BORDEAUX,ND,AOC,BORDEAUX CLAIRET,CHATEAU,DEGAS,ND,"CHATEAU DEGAS, BORDEAUX CLAIRET, ROUGE",ND,ND,SCEA VIGNOBLES DEGAS,ROUGE,ND,ND,ND,5813A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,DEGAS,ND,"CHATEAU DEGAS, BORDEAUX SUPERIEUR, ROSE",ND,ND,SCEA VIGNOBLES DEGAS,ROSE,ND,ND,ND,5814A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,DEGAS,SANS SOUFRE AJOUTE,"CHATEAU DEGAS, SANS SOUFRE AJOUTE, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SCEA VIGNOBLES DEGAS,ROUGE,ND,ND,ND,5815A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES DE VAYRES,CHATEAU,HAUT GAYAT,ND,"CHATEAU HAUT GAYAT, GRAVES DE VAYRES, ROUGE",ND,ND,SCEA VIGNOBLES DEGAS,ROUGE,ND,ND,ND,5816A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES DE VAYRES,CHATEAU,HAUT GAYAT,QUINTESSENCE,"CHATEAU HAUT GAYAT, QUINTESSENCE, GRAVES DE VAYRES, ROUGE",ND,ND,SCEA VIGNOBLES DEGAS,ROUGE,ND,ND,ND,5817A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CASTILLON COTES-DE-BORDEAUX,CHATEAU,DU TERTRE BELAIR,ND,"CHATEAU DU TERTRE BELAIR, CASTILLON COTES-DE-BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DELLAC,ROUGE,ND,ND,ND,5818A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,MAJOUREAU,ND,"CHATEAU MAJOUREAU, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DELONG,ROUGE,ND,ND,ND,5819A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,MAJOUREAU,ND,"CHATEAU MAJOUREAU, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SCEA VIGNOBLES DELONG,ROUGE,ND,ND,ND,5820A0
VIN,VIN TRANQUILLE,CLAIRET,FRANCE,BORDEAUX,ND,AOC,BORDEAUX CLAIRET,CHATEAU,MAJOUREAU,ND,"CHATEAU MAJOUREAU, BORDEAUX CLAIRET, ROUGE",ND,ND,SCEA VIGNOBLES DELONG,ROUGE,ND,ND,ND,5821A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,MAJOUREAU,ND,"CHATEAU MAJOUREAU, BORDEAUX, ROSE",ND,ND,SCEA VIGNOBLES DELONG,ROSE,ND,ND,ND,5822A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,MAJOUREAU,CUVEE HYPPOS,"CHATEAU MAJOUREAU, CUVEE HYPPOS, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SCEA VIGNOBLES DELONG,ROUGE,ND,ND,ND,5823A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,PARRALOT,ND,"CHATEAU PARRALOT, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SCEA VIGNOBLES DELONG,ROUGE,ND,ND,ND,5824A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,DE LA COUR D'ARGENT,ND,"CHATEAU DE LA COUR D'ARGENT, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SCEA VIGNOBLES DENIS BARRAUD,ROUGE,ND,ND,ND,5825A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,LES GRAVIERES,ND,"CHATEAU LES GRAVIERES, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA VIGNOBLES DENIS BARRAUD,ROUGE,ND,ND,ND,5826A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,LYNSOLENCE,ND,"CHATEAU LYNSOLENCE, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA VIGNOBLES DENIS BARRAUD,ROUGE,ND,ND,ND,5827A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION,ND,HAUT-RENAISSANCE,ND,"HAUT-RENAISSANCE, SAINT-EMILION, ROUGE",ND,ND,SCEA VIGNOBLES DENIS BARRAUD,ROUGE,ND,ND,ND,5828A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,MERLOT DE LYNE,ND,"MERLOT DE LYNE, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DENIS BARRAUD,ROUGE,ND,ND,ND,5829A0
VIN,VIN TRANQUILLE,CLAIRET,FRANCE,BORDEAUX,ND,AOC,BORDEAUX CLAIRET,ND,CLAIRET DE LYNE,ND,"CLAIRET DE LYNE, BORDEAUX CLAIRET, ROUGE",ND,ND,SCEA VIGNOBLES DENIS BARRAUD,ROUGE,ND,ND,ND,5830A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,EMOTION,ND,"EMOTION, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DENIS BARRAUD,ROUGE,ND,ND,ND,5831A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,BONNEAU,ND,"CHATEAU BONNEAU, HAUT-MEDOC, ROUGE",ND,ND,SCEA VIGNOBLES DES QUATRE VENTS,ROUGE,ND,ND,ND,5832A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MARGAUX,CLOS,DES QUATRE VENTS,ND,"CLOS DES QUATRE VENTS, MARGAUX, ROUGE",ND,ND,SCEA VIGNOBLES DES QUATRE VENTS,ROUGE,ND,ND,ND,5833A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MARGAUX,VILLA,DES QUATRE SŒURS,ND,"VILLA DES QUATRE SŒURS, MARGAUX, ROUGE",ND,ND,SCEA VIGNOBLES DES QUATRE VENTS,ROUGE,ND,ND,ND,5834A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,Z,ND,"Z, BORDEAUX, ROUGE",ND,ND,SCEA VIGNOBLES DES QUATRE VENTS,ROUGE,ND,ND,ND,5835A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MARGAUX,CHATEAU,TAYAC-PLAISANCE,ND,"CHATEAU TAYAC-PLAISANCE, MARGAUX, ROUGE",ND,ND,SCEA VIGNOBLES DES QUATRE VENTS,ROUGE,ND,ND,ND,5836A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION,CHATEAU,LA CROIX FERRANDAT,ND,"CHATEAU LA CROIX FERRANDAT, SAINT-EMILION, ROUGE",ND,ND,SCEA VIGNOBLES DESCUBES,ROUGE,ND,ND,ND,5837A0
